"number"|"type"|"state"|"u_change_outcome"|"u_approval_requested"|"approval"|"short_description"|"description"|"assignment_group"|"cmdb_ci"|"u_request_window_exception"|"start_date"|"end_date"|"work_start"|"work_end"|"risk"|"u_user_impact"|"u_technical_impact"
"CHG0043735"|"Standard"|"Pending"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043725"|"Standard"|"Pending"|""|""|"Not Requested"|"Los Nettos Virtual Local Area network (VLAN) change"|"Create, modify or remove a  virtual private network (VLAN) within Los Nettos"|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"A virtual network will be created/modified or deleted for a user or user groups."|"Additions to network configuration management."
"CHG0043722"|"Standard"|"Pending"|""|""|"Not Requested"|"Los Nettos simple customer changes"|"Los Nettos customer requests not covered under other changes that are simple, low risk, and non--impacting to other network users"|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Customer request will be fulfilled."|"Depends on the change, but typically network performance for customer will improve."
"CHG0043721"|"Standard"|"Pending"|""|""|"Not Requested"|"Adjust Los nettos email server settings"|"Adjust mail server settings to improve performance of the Los Nettos mail server"|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Any customer attempting to send a Service Request via a ln.net address might see a momentary disruption.  The web service portal will still be operational, as will the OC-manned Los Nettos hotline."|"Improved performance, security, and redundancy."
"CHG0043705"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Monthly Patching of Operating System of all Single-Sign-On servers."|"The following NextGen SSO Servers in AWS will be patched by Deloitte Cloud Managed Service Team.

1) aws-fram-app1.usc.edu
2) aws-frds-app1.usc.edu
3) aws-froud-app1.usc.edu
4) aws-fram-app2.usc.edu
5) aws-frds-app2.usc.edu
6) aws-froud-app2.usc.edu

This is a monthly patching. 

AWS SSM Patch Manager will be used to apply patches."|"Identity Management"|""|"False"|""|""|""|""|"Low"|"Very few users (less than 1 %) while trying to log into a Shibboleth service might receive an error while the servers are restarting for a brief moment. In such a case, they will have to retry their login attempt."|"Packages in the following servers will be updated.
1) aws-fram-app1.usc.edu
2) aws-frds-app1.usc.edu
3) aws-froud-app1.usc.edu
4) aws-fram-app2.usc.edu
5) aws-frds-app2.usc.edu
6) aws-froud-app2.usc.edu"
"CHG0043695"|"Standard"|"Pending"|""|""|"Not Requested"|"OneFS upgrade on USCDR - Isilon array"|"We are going upgrade the USC-DR Isilon cluster to the version:

We will also be installing Firmware upgrade package: 

This will be a rolling (one node a time) upgrade of the cluster, so there will be no loss of services during the upgrade.

We will also be doing a pre-upgrade checks to suss out any issues prior the code upgrade.

We are requesting a window exception to perform the work during normal working hours when more support is available, there will no interruption of services.

"|"USC Digital Repository"|""|"False"|""|""|""|""|"Low"|"None."|"Improved security and features with software upgrade"
"CHG0043694"|"Standard"|"Pending"|""|""|"Not Requested"|"OneFS upgrade on USCDR - Isilon array"|"We are going upgrade the USC-DR Isilon cluster to the version:

We will also be installing Firmware upgrade package: 

This will be a rolling (one node a time) upgrade of the cluster, so there will be no loss of services during the upgrade.

We will also be doing a pre-upgrade checks to suss out any issues prior the code upgrade.

We are requesting a window exception to perform the work during normal working hours when more support is available, there will no interruption of services.

"|"USC Digital Repository"|""|"False"|""|""|""|""|"Low"|"None."|"Improved security and features with software upgrade"
"CHG0043692"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0043655"|"Standard"|"Pending"|""|""|"Not Requested"|"Device Registration Portal - Redeploy a new container stack"|"The Device Registration Portal is the self-service web screen for BlueCat DNS and the Clearpass radius server.
These containers are frequently rebuilt to patch and update the software.
Rebuilding these containers is an automated process.
The process of installing these new containers is very low risk."|"INACTIVE - Linux Systems Administrators"|""|"False"|""|""|""|""|"Low"|"No user impact. Upgrades are required for improved security and functionality."|"No technical impact. Upgrades are required for improved security and functionality."
"CHG0044165"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Arista Firmware Upgrade (Building distribution only) where there is HA (redundancy)"|"Arista Firmware Upgrade only in the Building distribution switches. This upgrade process is only when there is HA (redundancy):

1. Redundant Building Distribution Switches
2. Both switches are uplinked to the Campus Leaves
3. Both switches are MLAGed to each other

If building switches are not redundant  then confirm with building owners about timing of change
code upgrade that require user impact and functionality changes  are not in the scope of a standard change"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"None. Building distributions switches are fully redundant to the Campus Leaf Pairs. In addition the building switches have redundant links from each of the building distributions switches."|"Addresses a number of security and system level stability bugs."
"CHG0044080"|"Standard"|"Cancelled"|""|""|"Not Requested"|"ServiceNow non-impacting scheduled maintenance"|"ServiceNow changes can be made without disruption to service.  There is no requirement to bring the system offline when moving update sets or uploading data.  This standard change is for non-disruptive functional changes and fixes.  Larger more complex changes that require communication, training and a large amount of testing will be done during low usage times."|"Service Management"|"ServiceNow"|"False"|""|""|""|""|"Low"|"Deployment of update sets do not impact users and will be able to continue working uninterrupted.  Larger update sets are scheduled outside of high usage times."|"None.  System will be available."
"CHG0044079"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Extend existing VLANS from core leaves via trunking to building distribution and floor switches"|"Will migrate the following VLANS described below from [router-name]  to [router-name]

List:
VLAN No.   VLAN Name"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Most users will only see a small disruption in services as the VLAN is moved over.  Changes will be implemented off-hours to prevent interruptions during the day."|"Improved routing of network traffic.  Ability to retire older routing hardware after migrations completed."
"CHG0044057"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Router VLAN Migration"|"Will migrate the following VLANS described below from [router-name]  to [router-name]

List:
VLAN No.   VLAN Name"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Most users will only see a small disruption in services as the VLAN is moved over.  Changes will be implemented off-hours to prevent interruptions during the day."|"Improved routing of network traffic.  Ability to retire older routing hardware after migrations completed."
"CHG0044056"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044051"|"Standard"|"Pending"|""|""|"Not Requested"|"BigFix and SolarWinds agent deployment"|"Agent deployment/installation to all servers.
Proven BigFix agent deployment - CHG0042769 
Proven SolarWinds agent deployment - CHG0042698"|"INACTIVE - Windows Systems Administrators"|""|"False"|""|""|""|""|"Low"|"none"|"none"
"CHG0044018"|"Standard"|"Pending"|""|""|"Not Requested"|"FSMS - Install changes to enhance or to fulfill compliance of  FSMS web application processes."|"Changes needed for FSMS faculty contracts web application to enhance/fulfill compliance required by the policy/regulation.  
Changes are usually bug fixes and faculty contract enhancement and compliance. 
 Changes requires code update which usually with minimal  logic update in the application module(s). For example, adding a new enterable field, changing existing formula for better precision in calculation.  No changes in workflow.  
New module application will be covered in this standard change also since it will be isolated from other modules and from existing business process."|"INACTIVE - Bus Strategy and App Change Mgmt"|""|"False"|""|""|""|""|"Medium"|"User impact is isolated to those in Schools whose duty is to create faculty contracts.
Changes only noticeable to general FSMS users when they have to create the faculty contracts.
All items on the faculty contracts are on the FSMS handbook/guideline prepared and maintained by Faculty Academic Affair team (David Haugland's team)."|"One developer needed from BSA team, and a sysadmin needed from Data Center team.
There won't be any changes in the technical environment."
"CHG0044010"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044007"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0044005"|"Standard"|"Pending"|""|""|"Not Requested"|"ServiceNow non-impacting scheduled maintenance"|"ServiceNow changes can be made without disruption to service.  There is no requirement to bring the system offline when moving update sets or uploading data.  This standard change is for non-disruptive functional changes and fixes.  Larger more complex changes that require communication, training and a large amount of testing will be done during low usage times."|"Service Management"|"ServiceNow"|"False"|""|""|""|""|"Low"|"Deployment of update sets do not impact users and will be able to continue working uninterrupted.  Larger update sets are scheduled outside of high usage times."|"None.  System will be available."
"CHG0043995"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Decom Legacy Enterasys PDU Switch CAL-A2-7 from COLO. "|"
Hello Hardware Team,

Please unrack  CAL-A2-7 from COLO 409 rack shelf: B17 0

I've shutdown the port on the upstream switch facing CAL-A2-7

All PDUs connected to this switch have been moved to the new network.

Please let me know if you would like to have a discussion before unracking.

********************************************************************************************
bash-3.2$ ping cal-a2-7
^C
bash-3.2$ telnet cal-a2-7
Trying 10.100.159.247...
^C
bash-3.2$ date
Thu Jul  2 14:31:24 PDT 2020
********************************************************************************************
Warm Regards
Raj"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0043993"|"Standard"|"Pending"|""|""|"Not Requested"|"BigFix and SolarWinds agent deployment"|"Agent deployment/installation to all servers.
Proven BigFix agent deployment - CHG0042769 
Proven SolarWinds agent deployment - CHG0042698"|"INACTIVE - Windows Systems Administrators"|""|"False"|""|""|""|""|"Low"|"none"|"none"
"CHG0043992"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Remove CAL-7280-DL1/DL2: Port Et40 from LAG"|"Remove CAL-7280-DL1/DL2: Port Et40 from LAG

Request from Systems team below:

We are temporarily converting cal-its-esxi-01 into a migration machine to move workloads to our HCI environment.  This will require the VM to have network connections that are both using a Virtual Distributed Switch (using a LAG) and a [virtual] Standard Switch using standalone ports that contain the same networks as the LAG.  Please break out CAL-7280-DL1:40
and CAL-7280-DL2:40 from the lag and configure it to trunk all VLANs connected to cal-7280-dl1/2.  The end result should be

CAL-7280-DL1:32 - No change, still in LAG
CAL-7280-DL2:32 - No change, still in LAG

CAL-7280-DL1:40 - remove from LAG, trunk all
CAL-7280-DL2:40 - remove from LAG, trunk all

Please let me know if you need additional information.  Thanks!

-E.d."|"Network Engineering"|"cal-7280-dl1"|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043989"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0044081"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Add, Modify, Delete route announcement"|"In order to load balance across multiple ingress/egress points, route announcements need to be tweaked."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"If routing change requested by customer, customer may see their routes moving from one path to another.  Traceroutes may be altered.  If implemented by Los Nettos engineering to improve performance, users might also see changes to their typical traceroutes."|"It is possible that after tweaking the route announcement, the desired result was not achieved, and then the change would be backed out. If however, the change is successful, traffic distribution will be improved."
"CHG0044082"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0044164"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044155"|"Standard"|"Pending"|""|""|"Not Requested"|"Update MyGroups"|""|"INACTIVE - Enterprise Middleware Apps"|""|"False"|""|""|""|""|"Medium"|""|""
"CHG0044153"|"Standard"|"Pending"|""|""|"Not Requested"|"BigFix and SolarWinds agent deployment"|"Agent deployment/installation to all servers.
Proven BigFix agent deployment - CHG0042769 
Proven SolarWinds agent deployment - CHG0042698"|"INACTIVE - Windows Systems Administrators"|""|"False"|""|""|""|""|"Low"|"none"|"none"
"CHG0044151"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0044149"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0044139"|"Standard"|"Cancelled"|""|""|"Not Requested"|"HPE Firmware Upgrade in Building Floor switches"|"The HPE floor switches in the campus buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE floor switches in the Building.

The floor switches will be offline between 5-7 mins during the time of the upgrade hence this upgrade can happen only when we receive approval from the building owners.

"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Brief interruption of 5-7mins. Approval email for the maintenance window needs to be attached with the standard change"|"The upgrade will addresses a number of security and system level stability bugs."
"CHG0044134"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044116"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0044112"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0044111"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Remove multicast limit and increase MAC limit on access ports"|"Remove multicast limit and increase MAC limit on access ports supporting LE Crestron AV streaming devices"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"None"|"Remove Multicast traffic limit from that specific edge port."
"CHG0044104"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Router VLAN Migration"|"Will migrate the following VLANS described below from [router-name]  to [router-name]

List:
VLAN No.   VLAN Name"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Most users will only see a small disruption in services as the VLAN is moved over.  Changes will be implemented off-hours to prevent interruptions during the day."|"Improved routing of network traffic.  Ability to retire older routing hardware after migrations completed."
"CHG0044093"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0044086"|"Standard"|"Cancelled"|""|""|"Not Requested"|"HPE Firmware Upgrade in Building Distribution switches where there is HA (redundancy)"|"The HPE switches in the buildings are running older software code which is prune to general system and security levels bugs.

The firmware upgrade will be done on all the HPE switches in the Building.

If building switches are not redundant  then confirm with building owners about timing of change
code upgrade that require user impact and functionality changes  are not in the scope of a standard change"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"None. Building distributions switches are fully redundant to the Campus Leaf Pairs. In addition the building switches have redundant links from each of the building distributions switches."|"Addresses a number of security and system level stability bugs."
"CHG0043980"|"Standard"|"Pending"|""|""|"Not Requested"|"Specifically in Kuali applications, the creation and execution of SQL statements to grant access to"|""|"Emerging Systems"|""|"False"|""|""|""|""|"Low"|""|""
"CHG0043979"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043901"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0043899"|"Standard"|"Pending"|""|""|"Not Requested"|"Firewall policy change"|"Src net/IP:
Dst net/IP:
Dst service/port:"|"Information Security Systems"|""|"False"|""|""|""|""|"Low"|"Users and/or systems will have new/no/modified access to systems and services."|"A new rule will be added to a firewall."
"CHG0043893"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Cisco SSLVPN Devices Code [firmware/Anyconnect] Upgrade"|"The Cisco VPN devices are running older software code which is prone to general system and security levels bugs.

Changes may be done on Saturday 3:00 AM - 6:00 AM or Sunday 4:00 AM to 6:00 AM.

"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"No Impact. 

SSLVPNA and SSLVPNB are reduntant pair
SSLVPN1 and SSLVPN2 are redundant pair"|"This Change addresses only security and system level stability bugs.

Note:
If there is any change of configuration due to a code upgrade is manadated, then the Change should go through the Normal CAB process."
"CHG0043867"|"Standard"|"Pending"|""|""|"Not Requested"|"Replace certificate with a renewed or new certificate"|"Replace certificate with a renewed or new certificate"|"INACTIVE - Linux Systems Administrators"|""|"False"|""|""|""|""|"Low"|"None expected"|"Certificate will be valid for the desired time up to 3 years"
"CHG0043854"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Adds, Moves, Deletions to Spectrum, Intermapper, VLAN Server, Netsight,  Airwave, and others"|"Add/modify/delete pertinent information to the monitoring systems used to manage the UsC network, including Spectrum, Intermapper, VLAN Server, Netsight,  Airwave, and others"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"No user impact."|"Will be able to better monitor and analyze network."
"CHG0043853"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Simple migration of services from one or ports to another when redundancy is in place"|"Redirect uplinks emanating from [specify] and re-route them to [specify] where they will connect to [specify]."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"[specify]"|"Affected buildings will only be on single uplink. Other connections will be moved."
"CHG0043852"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Simple migration of services from one or ports to another when redundancy is in place"|"Redirect uplinks emanating from [specify] and re-route them to [specify] where they will connect to [specify]."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"[specify]"|"Affected buildings will only be on single uplink. Other connections will be moved."
"CHG0043851"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Simple changes affecting service to one customer or an isolated set of customers, e.g. less than 5 u"|"Simple changes affecting service to one customer or an isolated set of customers,  that are simple, low risk, and non--impacting to other network users"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer request will be fulfilled"|"Improved network performance"
"CHG0043850"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Router ACL add, modify, delete"|""|"Network Engineering"|""|"False"|""|""|""|""|"Low"|""|""
"CHG0043849"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Rebooting non-core Network Devices in response to disruptive (highly degraded or hard down) Incident"|"Reboot specific network equipment to resolve network incident."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Users may see a blip in service as the reboot occurs, but for the most part will be transparent to customers as most of the services are redundant."|"Improved operations and uptime."
"CHG0043843"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Changes to Wi-Fi radio frequency configurations that do not cause downtime."|"Changes to Wi-Fi radio frequency configurations that do not cause downtime.  These would include changes to AP minimum and maximum transmit power, channel width, available AirMatch/ARM channels, wireless frame rates (speeds), Band Steering, Client Match, Load Balancing, 802.11r Fast Secure Roaming, 802.11e Quality of Service (known as WMM), and possibly others as Aruba adds features as part of future code upgrades.

All changes would be done while keeping APs in the same AP Group, thus making it so that controllers and APs stay up during the change."|"Wireless Services"|""|"False"|""|""|""|""|"Low"|"More consistent Wi-Fi performance, especially in high-density or high mobility areas.

No downtime, as controllers and APs would stay up during the change."|"The Network Engineering Wireless team would have to keep track of the different radio frequency settings deployed at different buildings/areas when troubleshooting Wi-Fi issues."
"CHG0043834"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Non-core router/switch hot swappable part installation/removal"|"Replace components in existing non-core network chassis when able to do so with no interruption of service."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customers should experience improved network performance or benefit from preemptive maintenance before outage."|"Improved operations and uptime."
"CHG0043824"|"Standard"|"Pending"|""|""|"Not Requested"|"BigFix and SolarWinds agent deployment"|"Agent deployment/installation to all servers.
Proven BigFix agent deployment - CHG0042769 
Proven SolarWinds agent deployment - CHG0042698"|"INACTIVE - Windows Systems Administrators"|""|"False"|""|""|""|""|"Low"|"none"|"none"
"CHG0043902"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Add, Modify, Delete route announcement"|"In order to load balance across multiple ingress/egress points, route announcements need to be tweaked."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"If routing change requested by customer, customer may see their routes moving from one path to another.  Traceroutes may be altered.  If implemented by Los Nettos engineering to improve performance, users might also see changes to their typical traceroutes."|"It is possible that after tweaking the route announcement, the desired result was not achieved, and then the change would be backed out. If however, the change is successful, traffic distribution will be improved."
"CHG0043905"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Arista Firmware Upgrade (Building distribution only) where there is HA (redundancy)"|"Arista Firmware Upgrade only in the Building distribution switches. This upgrade process is only when there is HA (redundancy):

1. Redundant Building Distribution Switches
2. Both switches are uplinked to the Campus Leaves
3. Both switches are MLAGed to each other

If building switches are not redundant  then confirm with building owners about timing of change
code upgrade that require user impact and functionality changes  are not in the scope of a standard change"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"None. Building distributions switches are fully redundant to the Campus Leaf Pairs. In addition the building switches have redundant links from each of the building distributions switches."|"Addresses a number of security and system level stability bugs."
"CHG0043961"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0043956"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043955"|"Standard"|"Cancelled"|""|""|"Not Requested"|"CAL-A2-9 : Decommission unused switch, router, wireless, or wave "|"Please decom"|"Hardware Services"|""|"False"|""|""|""|""|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0043954"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Decommission unused switch, router, wireless, or wave"|"Removal of network hardware or service after it is no longer in use."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0043953"|"Standard"|"Cancelled"|""|""|"Not Requested"|"Decommission unused switch, router, wireless, or wave"|"Removal of network hardware or service after it is no longer in use."|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0043952"|"Standard"|"Cancelled"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043948"|"Standard"|"Pending"|""|""|"Not Requested"|"LAG (Link aggregation) add, modify, delete"|"Add/modify/delete network Link Aggregation Group (LAG). Group multiple physical circuits into one logical circuit."|"Los Nettos"|""|"False"|""|""|""|""|"Low"|"Improved performance by creating larger pipes."|"Less network congestion should result."
"CHG0043946"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0043945"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0043944"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
"CHG0043939"|"Standard"|"Cancelled"|""|""|"Not Requested"|"IActivate/Deactivate then decommission ports"|"Activate or deactive a network port [specify]"|"Network Engineering"|""|"False"|""|""|""|""|"Low"|"Customer will either have service on a specific port turned down or turned on."|"Updated information will need to be documented and existing network information updated."
"CHG0043908"|"Standard"|"Pending"|""|""|"Not Requested"|"Lab software license renewal  (File-based update)"|"This procedure is performed at least 1X each year for numerous lab software packages when we upgrade to a more current version or to update existing licenses to prevent their expiration.
 Often, licenses must be issued with little lead time, forcing us to utilize an emergency change or delay the change until the next CAB meeting. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either.
"|"INACTIVE - Enterprise Application Support"|""|"False"|""|""|""|""|"Low"|"Users will continue to be able to use the software without interruption if this change is made in a timely fashion. If we don't update software licenses then they will expire and users will not be able to run applications. Also, we would not be able to install and run new applications either."|"This change will not have any impact on the server or infrastructure."
